Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_2FolwA0WHirT2q7DDTqyFJ0GvGR,u_fjZn9UjnYY9Y,ritajandj,1,1665166553,0,0,0,5,510,This is the best recipe for banana bread I&#39;ve ever tried. I&#39;ve used it for over 20 years. It says it doesn&#39;t double well so I tripled it. It makes two large loaves after tripling. My question is can I substitute pumpkin purée for the bananas to make this into pumpkin bread with the appropriate spices? I know I could experiment but I&#39;d rather ask first. Thank you.
1,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_2Ep40E2YQon3AZ6OBn6AzjlOUgc,u_qW2rjMVr5SYl,mrscessna,50,1663278966,0,0,0,4,488,sweet and moist!  I will be making this again
2,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_2CWVCrfxczs1PGguLbIdM8r88A3,u_iWjGINSSoqyU,danielleylee,10,1658918203,0,8,0,5,825,"I made this bread with one minor twist. I live in FL and I have been collecting fresh mangoes every day on my way to work. I only had one ripe banana and a plethora of ripe ripe mangoes, so I did 114g of ripe banana puree and 114g of fresh mango puree. It turned out super tasty with gorgeous hues. I divided the batter into 4 mini loaves and baked for 40-45 minutes in my mini bread stone pan (until the toothpick came out clean). This way I was able to share the love a little further and pass out mini loaves to my co-workers, neighboors, and friends."
3,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_2CBnWlxTIM2CGJ64QmWioAeAAop,u_j6XdnbRT1vtZ,Joan9859,70,1658284879,0,6,1,5,750,"In place of the 1/2 cup of oil, I used another 1/2 cup of mashed banana. Ate it with a spread of butter on each slice, delish!"
4,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_29vulYmOzERr8m6p1G9qbK3viNC,u_f2qPJ3428ktq,dcscake_OH,20,1654006031,0,4,0,5,759,"Made this for my book club, but used sour cream instead of buttermilk, which I was out of.  *It came out great - they all asked for recipe"
5,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_29XwzUPWVbOp8GBLSXh5bEUAiNc,u_RKjgrUNMQ2nL,Jody939,1,1653273000,0,6,1,5,759,This recipe has an amazing flavor.  I did change a few things. 1.  I divided my sugar.  1 cup white 1/2 cup brown sugar.  2.  I also used milk with a tablespoon lemon juice to substitute for the buttermilk that I didn&#39;t have.  3.  I also lowered my temp to 325.  I was using a cast iron bread pan.  It cooks hotter.  4.  I only cooked it for 1 hr. then let it cool for the 15 minutes.  Loved the parchment paper.  It definitely made clean up easier.  Thank you for a tasty recipe.
6,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_28oSUFIyMS5O0XCRvOoxBcHs1IY,u_3sizCBCgDxYv,inotsmile,1,1651881458,0,12,3,5,763,I have made this recipe several times.  My family and neighbors like it.  At 350 it always burns the bottom and the ends. Today I was determined to get a good one.  I started at 350 but after reading some reviews lowered the temperature to 325. That made a nice banana bread not burnt.  The bread bakes dark.  Also I baked it for 1 hr 10 min. Given how many people have the burnt ends I think Taste of Home should make a correction or a comment.
7,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_28E25mUNpj5EtSosg5szn9jn8Av,u_lWOi5Uvd2Crc,KristineChayes576,50,1650767243,0,3,0,5,710,Best Ever Banana Bread is a great recipe! No alterations needed :)
8,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_26sxNJFIsm6NTGmS8herPP3EqUT,u_XzUnohKrX5xj,jkhafer@yahoo.com,1,1648498961,0,11,1,5,804,Add 1 tsp cinnamon to dry ingredients and it makes this recipe that much better!
9,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_25fGq9WwhfmiXO7A3hmzhBCVBsT,u_nWwqfttBORnl,Raynebow68,1,1645910916,0,5,1,5,728,Best banana bread ever. Used pecans instead of walnuts as a preference. Took about 1:23 in a gas range. Perfect.
10,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_24sJP5Ltd0DLdS16r4LENDXMaXR,u_ysZbD3t7cPaf,Rebekah778,1,1644425370,1,7,0,5,809,Anyone ever try the Buttermilk Substitute for the buttermilk needed; use 1 tablespoon of white vinegar plus enough milk to measure 1 cup?  (Then divvy out whats needed for the recipe.)                                                                                                                                                   Its a frigid day with everyone clamoring for Banana Bread! Dont want to trek out to the store!
11,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_23DxbYzGqNCzdsSLXaivgzEypsN,u_oQes0TMG846M,prodjan4,1,1641282530,0,0,0,5,280,Good one
12,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_21jc5a3RgS6wuFALD5SppwN4Phu,u_a3GJo1Tp3hT6,Jessica0293,1,1638457755,0,0,0,5,425,Delicious banana bread!
13,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_1uZlhFdiABn4PrrKoZ7YwMUa3Y5,u_1WWtxng1Tbmz,Terry573,1,1624881109,0,6,0,5,774,Perfect banana bread! Had 3 ripe ones so used them. Otherwise baked per recipe even the timing. Very moist. Looks identical to your pic!
14,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_1t33SMDJWih8KrCjEA3RV4YCi2x,u_ldvOzOwffPXD,VictoriaPage,1,1621983944,0,16,3,5,819,I make this so often I have the recipe memorized!  I usually make 1/2 of it in muffin tins and the rest in a small loaf pan.  I individually wrap the muffins with plastic wrap and put in a freezer zip lock bag to freeze.  It is easy to pull one out and defrost in the microwave.  My husband loves them for breakfast &#34;desert&#34;.  I usually substitute applesauce for the oil and add cinnamon because my husband loves it.  Sometimes I substitute almond extract for the vanilla.
15,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_1rywGzX7xyotEFw9VJ3aE11KS7C,u_eCzDpg7zv31F,lvarner,1,1619961546,0,6,1,5,742,This banana bread tasted great and it was very easy to prepare. I love that it uses oil as the fat - makes preparation so fast and easy!
16,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_431780,u_1oKVlKSIX5s21niZbBN8EQjierg,shetryed2,1,1622648872,1,3,15,2,126,"I was excited to try this recipe.  Followed it to the letter.  Bread didn&#39;t rise properly, the sides and bottom were burned and the middle was still mush.  I greased my pans really heavily so it would not stick.  Still stuck.  I&#39;m only giving this 2 stars because it was an easy recipe.  What a waste of ingredients. We couldn&#39;t even eat it."
17,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_431802,u_1tOHujEFJQIEVu08FmPbisxeFW7,OrangeBowtie,0,1622648873,3,5,0,5,354,The title is not a lie! agree ?? this is the best banana bread. Very simple ingredients and easy to make. The only thing I changed is the buttermilk which I substituted to vanilla yogurt since I do not have buttermilk at home. It taste so delicious and moist. I cooked about 1 hr and 10 mins. Cooled it down and wrapped in a foil and placed in the refrigerator and it was perfect ?? yummy ?? banana ?? bread ?? ever...
18,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_431834,u_1oKXbvkC4xNe0lhXv3dkStGz6sR,rogerreichel,1,1622648872,0,2,1,5,193,"I have made this bread, large and small loaves and muffins, many times and it has turned out perfect everytime. I always use whole wheat flour and brown sugar and/ or a little honey, and cut back on they sugar a little. I also add blueberries, dried cherries, apple and rhubarb, sometimes separately or in some combination. They also add some sweetness so i can reduce the sugar, and extra   moisture to compensate for the whole wheat flour. The best banana bread anywhere and everyone that eats mine says the same thing! Thank you for sharing a great recipe!!"
19,2,3309,Best Ever Banana Bread,sp_aUSaElGf_3309_c_428510,u_1oKcmG1sDzJRpVvQRKBNqnIfzep,Carolyn,1,1622648880,0,3,4,0,171,"I have not tried this recipe yet, however, I would suggest using a scale and measure the ingredients before mixing.  I was taught this by my Mom.  I made a directory of all items...flour, sugar, oats, nuts...example. flour ...one cup is 4-1/4 oz. quick oats..one cup  2.82 oz...and so forth...might be worth checking it out??"
