Unnamed: 0,recipe_number,recipe_code,recipe_name,comment_id,user_id,user_name,user_reputation,created_at,reply_count,thumbs_up,thumbs_down,stars,best_score,text
0,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_2G3LzVCWQLOU12ekzIeJGOVnhh4,u_iAT4iKy3Es8D,Angela2609,1,1665612582,0,0,0,0,479,I bet a few tsp of almond extract would be really nice too.
1,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_2G299jaqMy3sBe2f1Lbf07aIwPE,u_ZbOmm8TcPSSe,nehani,10,1665575661,1,1,0,0,577,Can you use whole milk?
2,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_2FH8FfVpgwDPx2PQuG5ASe5g9IS,u_XIO2hBmOfFkT,Brenda269,1,1664137547,0,13,0,4,834,My grandmother made this and when it came out of the oven she would spread some butter on it then sprinkle cinnamon and sugar on it.
3,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_2E1hiAs42gTrCeJy2XJ0G2QHOYU,u_eU3EevZGHDe2,Neely465,1,1661769122,0,6,5,0,657,"Tried this recipe today and loved it…does anyone know if it also works for cupcakes? If so, approximately how many does it make?"
4,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_2Ddrc8KBpq9jZ2OUZkjPLEz1nBB,u_s4o5OgQyGm3u,Jannine,1,1661039878,0,10,0,4,851,"My husband loves this recipe!  The only thing I find is I have to bake much longer than the 35 minutes, sometimes an extra 20 minutes."
5,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_28DPJerhU4Tz1Urg7URYCvbomRM,u_ZvRwjvOokuVF,tkuehl,10,1650748112,0,7,0,5,835,"My mom gave this recipe to me years ago, and it was perfect for strawberry shortcake.  It transported well and held up well with the addition of the strawberry sauce. Easy to make, and everyone enjoyed it."
6,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_26z31AlGvDdp2FDsBiOYdcaDamn,u_05PZUpOV27Pv,Meredith404,1,1648412369,0,22,3,5,841,Wonderfully flavored cake. I followed the advice of one reviewer by adding the vanilla after I added the hot milk and butter. I baked it for 35 minutes and dusted the top with powdered sugar.
7,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_20SedwRQ1RLgjw1LChdKpsLxLTZ,u_AUlSCjyKsAX1,JoJo823,1,1636042507,0,11,4,3,751,"I followed the recipe as it, but the cake came out dense.  I was expecting a lighter, fluffier cake.   The flavor of the cake was good, but the texture was not what I was expecting.  I was expecting a lighter, more spongier cake."
8,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_1ybGEs91lVCmxcU68a6xDxIgq5t,u_MpGWeTdks32r,sligoe,1,1632512765,0,41,2,0,922,"This is very similar to the recipe I grew up with.  We waited until the butter and hot milk were added to the batter before putting in the vanilla---vanilla loses some of its&#39; flavor under direct heat like hot milk, so you&#39;ll get a better vanilla flavor if you add it at the end."
9,26,386,Hot Milk Cake,sp_aUSaElGf_386_c_1raOJg8bbJuhn5BJ0u8pPUBeKrf,u_tC0Ho1GzJOfZ,Allen486,1,1619210663,0,16,6,5,772,"An excellent recipe. I like to try new recipes when I have just a cup or so of whole milk remaining, just to see what I can accomplish.  I&#39;m rarely disappointed, and a search today led me to this one - which I will keep. It is amazing. Will top some pieces with some raspberries that I froze at the end of the season last year (the canes are already getting ready to produce a new crop) and we will enjoy it this evening.  Thank you."
